document_index,similarity_score,comment
229,0.36010385822218693,doğurmamış dişi sığır
230,0.20586274395475312,sarımsak döven tokmak
231,0.2897395466765862,i̇yi
232,0.5550224772412278,ot
233,0.1405599439603628,adam
234,0.4307723463394167,erkek kardeş abi
235,0.2008856574551804,meşe ağacı
236,0.19219294761625327,aile bireylerinin toplamı
237,-0.10217111372691647,ehil
238,0.00512923005119624,ahmet
239,0.15343054957620883,genellikle
240,-0.05445171386211291,elçi işbirlikçi
241,-0.0053742348367001765,manasız
242,-0.22690187202746373,ulaştırmak
243,0.17603905926490507,herhalde
244,-0.025958399268689127,yengeç
245,0.5944506169846291,ekin biçerken parmaklara takılan tahta koruyucular
246,0.17603905926490507,herhalde
247,-0.0202018881384652,utanmak
248,0.6531101025470152,yeni doğmuş keçi yavrusu bizim iki emiliğimiz oldu
249,0.21023271939687396,amca
250,0.5831027944705565,köpek yavrusu
251,0.6246186926453314,aşağı doğru meyilli
252,-0.09461511519125285,rampa
253,-0.1467814569517802,ermeni
254,0.08193086954922532,esans
255,0.4801735005902735,ateşli odun
256,0.3130228493786495,sahi mi
257,0.06733385077948446,eşarp
258,0.04782850002041017,apaçık
259,0.6641743162498395,başka yerlerde satır adlandırılan et kesmede kullanılan alet
260,0.26672966913985374,tarlaya hat çekilmesi
261,0.4690399613754318,savurarak eleme işi
262,0.6367111705665285,bir yerde bekleyerek avların buluduğu yere gelmesini isteyen avcıların içinde
263,0.06853893448744433,tuzak
264,0.10217243620017098,hoca
265,0.473643080402647,yaramaz ahlaksız
266,0.06153668718293322,kazak
267,0.32704868508308244,kirli
268,0.5567933890923522,i̇çi boş
269,0.5483228943580299,boş iş
270,0.5026693890275292,haşlanmış buğday
271,-0.02955969058093493,tir tir
272,0.22427521855170512,tarlanın tohum ekilmeden önce sürülmesi
273,-0.12279081404929297,fırlatmak
274,0.16581273524049142,topaç
275,0.10824699184790298,parça parça
276,0.5154201783569468,kurumuş ekin kökü
277,0.6652874198178804,olgunlaşmamış olan
278,0.43013447812199695,kadın elbisesi
279,0.5616032668233574,tavuğun altına konan yumurta
280,0.056648332888952366,kabir
281,0.7189730537595245,mısır unundan yapılan bir tür yemek
282,-0.059063399641973297,sıkınta tasa
283,0.1385953555099605,güvercin
284,0.22792893199029352,güvercin çocuklar gallep avına gitti
285,-0.07888307838025549,sincap
286,-0.15537847353180434,pipo
287,0.5851010974045032,kötü yaramaz kadın
288,0.5960725799950477,ağaç kabuğu
289,0.5960725799950477,ağaç kabuğu
290,0.5046763025486543,dişi köpek
291,0.1245719448175636,mutfak eşyası
292,-0.04784222202930934,pardüsü
293,0.1647922800997752,raf
294,0.6744460330065954,ağacın dalını eğmeye yarayan çatal
295,0.01593819768924544,domuz
296,0.5740240665052523,yaşlı ağaç
297,-0.1122855308140405,havanın kararması
298,0.24007262421229206,yaşlı
299,0.4644946614784932,kapı
300,0.5413069871945884,hayvanlara yeşil ot olarak yedirmek ekilen arpanın başak çıkarmamış
301,0.23508290251826885,otundan yararlanmak ekilmiş arpa
302,0.25612966492893463,bahçe kapısı
303,0.26851735207713523,sık
304,-0.03647408869303897,yalan
305,0.509730797429631,tavada sahanda yumurta yemek yoktu misafirlere gaygana yaptım
306,0.26332671438459704,kazık
307,0.34411080499999747,yol
308,0.735796026407509,tahtadan yapılmış üzerinde yük taşımaya yarayan aygıt
309,0.5550224772412278,ot
310,0.500348662358731,atları kontrol yularla birlikte ağzına takılan madeni parça
311,0.5241638693505783,döven harman sürme aleti
312,0.5925065131777885,hayvanların ağzına vurulur ekin sapını ezıp tanelerini ayıran altıkeskin
313,0.5164994607819051,yeni
314,0.29342160622525626,kapı sesi
315,0.0009154164070293014,ayak
316,0.07204222670954247,kıçıkırık
317,0.045803536306959616,ötmek
318,0.24674353069996058,sarıya yakın renk
319,0.42417908144209815,ölçü kabı
320,0.7037883010181565,keçi koyun yüyü kesmeye yarayan makas
321,0.11803760482881587,kısrak
322,0.19279962705152254,ekilecek soğan
323,0.27955162492275376,cimri
324,0.022352601853486323,tırtıl
325,0.521432603593779,takip etmek
326,-0.12368008534198051,kıvırcık
327,0.6545467477665587,büyük iğne çuvaldız
328,0.24741275094368598,çuvaldızın büyüğü
329,0.710368159987734,küçük ağaç parçası kıymık
330,0.6613122301826677,bir bitki
331,0.1503055130671727,isınmak
332,0.20549728185112526,kaşınmak
333,0.48078628343729235,şeker pancarının patetes kısmı
334,0.11254094603177386,alınmak
335,0.046870539552942465,ukala ufak
336,0.20443025730925257,kıldan yapılmıış halat
337,0.21183461195850173,canavar ayının büyüğü gulyabaninin küçüğü
338,0.23594975515565966,yanmış kıl tozu
339,0.47692563363896895,ağaç oyuğu
340,0.06194788271446981,koşmak
341,-0.025780220544497853,bırakıverince
342,0.19986005223721054,ceviz
343,-0.08866129419785082,kozan
344,0.1251324894092836,yeşil
345,0.15313193493524888,yetmemiş
346,0.1083269402650568,mantar
347,0.2183833249088346,şişman
348,0.6749662739609686,bir serçe türü
349,0.4680514930849442,kötü cins
350,0.5290029364132479,deri
351,0.37378095033514336,kocanın kız kardeşi
352,0.6661934903867398,i̇ki çelik ölçeğe bir grat denir
353,0.40077355902901624,hava atmak
354,0.09194227985472181,hindi horoz kuşların tüylerini kabartarak kasılması
355,0.3697071795810063,kürek kemiği
356,0.7055275242055505,kedigillerden bir kedi
357,0.6749430773176512,bir böcek
358,0.6483527842694483,yavrulayacak hayvan
359,0.1684134694057631,kedi köpeğin yavru
360,0.25702503833834084,kuluçkaya yatmış tavuk
361,0.6616169266857237,bir ahlat türü
362,0.779937637855942,altı yedi litrelik ağzı yayvan bakır kalaylı su süt kabı
363,0.7205526019963804,küçük baş hayvan ahırı
364,0.7687513090710998,küçük
365,0.14045686484658101,yayık
366,0.027853364941402975,günden tarafı
367,0.29661933006638697,kutlama
368,0.6987401919761177,bir ağaç
369,0.07024156450696398,hangisi
370,0.6659351419675925,kuş tutmak yapılan tuzak
371,0.4575752841916533,çabuk
372,0.6466394503910964,oğlakla keçi arası dişi keçi i̇ki hakınamız var seneye süt veriler
373,0.5540290552483695,doğurmamış keçi
374,0.7119658875501571,kalbur kasnağa takılı deri liflerinden yapılmış eleme kabı
375,0.17548870308736852,helva
376,0.32709614512382157,olgunlaşmamış
377,0.2981783734149217,atın boynuna takılır
378,0.1549090384541024,yorulmak
379,0.5263355375698885,atların pulluk gem çekmesinde boynuna takılan
380,0.6237597587349337,çiriş otunun kökünün tozundan yapılan hamurdan elde edilen teryağı
381,0.6950081208828249,büyük çuval
382,-0.08625087119855111,biçimsiz
383,0.30322312854230254,orta kazan
384,0.6841098845625684,bir ağaç türü
385,0.5635046978818603,keçi boynızu
386,0.33871544367883966,bitki
387,-0.09718932259140503,hasan kâhya
388,0.012122393284433888,hatice
389,-0.13846694368246357,i̇ntikam
390,0.5593447149857024,gölgelik amacıyla ağaçtan sundurmalar onun üzerine atılan dallardan
391,0.7391458919365514,küçük taş parçası
392,0.8357813895671347,su kabı ovum
393,0.17603905926490507,herhalde
394,-0.006555149788152637,bey
395,0.05420203890759262,i̇pek
396,0.09762619065330869,üzümün döküntüsü
397,-0.0799080235823964,salıncak
398,-0.0674643051782222,kürdan
399,0.16946728679027265,hor görmek
400,0.10301177422772476,ürkütmek
401,0.622036115733766,yan yana aynı paralelde olma hali
402,0.4409314457920823,yuvarlak
403,0.05950035415792055,fol
404,-0.08625087119855111,biçimsiz
405,0.1646564115975886,komik
406,-0.003162461775699482,kalabalık
407,0.4904705918810001,susam bitkisinin bağlarından oluşan piramit şeklindeki yığın
408,-0.08727942611003549,kabadayı
409,0.3494799409440242,ham incir meyvesi
410,0.2977160178718729,tohumları tarlaya ekmeden önce ıslatmak
411,0.13492118223706256,buğdayı suyla karıştırmak
412,0.1762153570884244,yüksek sesle ağlamak
413,0.42633270330785844,i̇şe yaramaz
414,0.6887254093966384,argo bir beddua
415,0.0,
416,0.05790844976382414,rahmetlik ölü
417,-0.014254642042228795,i̇brik
418,0.07043642714457721,i̇şçi
419,0.037612740128350974,rızk
420,0.4305964207940799,çul çuval kilim dokuma tezgahı
421,0.3429300269356108,bitki ağaçların filizi
422,-0.026310100221527213,filiz
423,0.16420385054510023,eşkıya
424,0.06824962531926992,sabah olmadan
425,0.7051522348997025,bir kuş
426,0.2592786690389392,lamba aydınlatma aracı
427,0.02774510485757046,zayıflamak
428,0.47177256107010757,erkekliği alınmış teke
429,-0.07659619332676863,i̇ken
430,0.4636492133871346,yaramaz geveze
431,0.058603447968403555,i̇ğne
432,0.33871544367883966,bitki
433,0.37083009602210953,kimse yok
434,0.395491232507208,sonra ileri tarafta
435,0.008625160265608434,biriktirme
436,0.3844034336869494,vücudun değişik yerlerinde oluşan kızartı i̇rişgit et sucuğu
437,0.46104735813005193,un koyulan sofra
438,0.0640528525257692,kuşburnu
439,0.7340472617318214,ekmek yaparken üzerine un konulan büyük kalın bez
440,0.723869480160646,ekmek yaparken hamur tahtasının altında kullanılan üzerine un dökülen
441,0.3176868694840272,telaş içinde
442,0.5276213044756846,oldukça fazla
443,0.5170473936304825,buğday eleği
444,0.5960725799950477,ağaç kabuğu
445,0.5640004455126378,konaklama yeri
446,0.3767125461281141,taşlık arazi
447,0.21957279128423213,kara kış
448,0.01593819768924544,domuz
449,0.674943077317651,bir böcek
450,0.690714036329531,ayranla herhangi bir şeyin karıştırılmış hali
451,0.5610100958006203,i̇nce deri
452,0.6961401339275621,küçük çapa
453,0.6545360544522247,bayanlar bir hitap sözü
454,0.024262619857862634,kertenkele
455,-0.06407035185147247,kimyon
456,0.6613122301826677,bir bitki
457,0.6920601857098159,kayalık yer
458,-0.022473591721185654,yıkılmak
459,0.13461433119827654,sedir
460,0.5315532214117568,sonra
461,0.25079086374581794,çentik
462,0.024262619857862634,kertenkele
463,0.5880499941568751,ocakta yarısı yanmış odun parçası
464,-0.015473163568227609,meşe
465,0.6319233945261347,arpa buğday tahılı eledikten sonra saratın üstünde kalan artık
466,-0.04870378143571309,kıpırdamak
467,0.47351338985122626,hafif s
468,0.7596622402463828,küçük sabun
469,0.03502734816113835,ta
470,0.2309271372474613,dut meyvesinin hamı
471,0.7236472488920623,dokumacılıkta kullanılan bir aygıt
472,0.6816437837751366,i̇p eğirmek dört çapraz kanatlı tahtadan yapılmış
473,0.7186997465545077,koyun yünü keçi kılından ip yapmaya yarayan bir aygıt
474,0.20965414492799045,bağlı
475,0.6198829019721817,sünnet olan çocuğu tutan kişi
476,0.14419890471329572,halat
477,0.6224530835025858,ucu sivri sopa
478,0.24039589965615804,börek
479,0.6613122301826677,bir bitki
480,-0.008437196717158,külot
481,0.7019569899753133,demir alet yapılan yer
482,0.02485214662116507,yarasa
483,0.6392177767951949,manda sığırların hareketlerini kısıtlamak bir ayağına bağlanan ağırlık
484,0.07227656062766226,köstebek
485,0.7206221644224612,faregillerden bir hayvan
486,0.663177041300927,deri işiyle ugraşan kişi
487,0.45157818701753666,devenin yavrusu
488,-0.18825469542477,i̇skemle
489,0.33707620816694406,giysi atlet
490,0.647118997117299,kuzeye bakan soğuk yer
491,0.7687513090710998,küçük
492,0.1135243495146798,susam
493,0.3652088977134548,gün
494,0.4539013564911442,küncülerin toplanma hali
495,0.023045496005083408,yaban hayvanları sürüsü
496,0.4169823333569742,atın yavrusunun ilk günlerindeki adı
497,0.4618544451433483,i̇leri doğru süpürmek
498,0.05154065609841664,burçak
499,0.03354645356822579,i̇kinci askerlik
500,0.15022224137933338,tantanalı gürültülü
501,0.04635960264489216,nemlenme
502,0.09583406984004605,lapa
503,0.11686164004829802,eziklik
504,0.6246186926453314,aşağı doğru meyilli
505,0.6313620233788824,toprak yerin üzerini silindirle sıkıştırmak
506,0.5933932042903736,silindir şeklindeki taş
507,0.6608591731864562,birbirine karıştırılmış yemek düğün yemeği
508,0.6878593233263777,büyük büyük iri iri
509,0.6762639434788763,büyük salyangoz
510,0.1888245456821115,aydınlatma cihazı lüks
511,0.17500943768082097,hantal
512,0.2183833249088346,şişman
513,0.6574396336095742,uzun ağaç
514,0.17296122791579388,mağara
515,0.20546196902612165,havlu
516,0.3497321995607894,harmanda dövülen sapların tane samanlarını ayırmak yığın haline
517,0.5619055980691221,ayı yavrusu
518,0.2537925089815311,tortu çöp
519,0.161209521644883,rezil olmak
520,0.17550601777490057,etrafa rahatsızlık verici gürültü
521,-0.15833032931763857,rezil
522,0.03296586643147327,çoban salatası
523,0.11484288662503098,para
524,0.6872786814470714,sarı renkli bir çeşit çiçek
525,0.6693856852024961,bir tür ızgaralı mangal
526,0.10081895041558794,hastalık
527,0.24659939256905228,çamaşır mandalı
528,0.7472516358567307,sabanda kullanılan küçük sopa
529,0.5094187699453103,mısır
530,0.6468334316703169,uzun sopa
531,0.7323174997306511,sabanla çift sürülürken hayvanı ürkütmeye yarayan bir sopa
532,0.43787065730486663,kadar
533,0.07101763588323848,çamur
534,0.014808119518389194,alıngan
535,0.21206800408612653,çivi
536,0.48544220080522904,yağda pişmiş yumurta
537,-0.14561380176232241,muhtar
538,0.07413986569382637,murat istek
539,0.3843220338748565,bataklık haline gelmiş çamur
540,0.33496534816550716,elinden iş gelmez adam
541,0.4723984033362596,akarsu kenarındaki mil toprağın bulunduğu alan
542,0.12526307248746502,gömlek
543,0.48706661733873025,güzel iyi
544,0.14198721117283836,eskimiş parçalanmış
545,0.5110754121260395,parçalanmış bez yığını
546,-0.06122589853724311,traktör
547,0.745468126389403,küçük düz taş
548,0.7259369932588214,küçük sinek
549,-0.21470596002899223,molla
550,0.6317794840066527,eti yermeyen hayvan
551,-0.014820208361957285,müjdelik
552,0.2048675008445442,balta
553,0.17926127164679304,vakit
554,0.37847036205619244,sapsız bıçak
555,0.05883703854374739,yapacaksın
556,-0.04300329322920906,yapıyorsun
557,0.0,
558,0.13873632986758144,neymiş
559,0.0,
560,0.2553390979950264,ninni söylemek
561,0.0,
562,0.1318894761442621,nine
563,0.1680504703951343,gereği var
564,0.0,
565,0.4707537537694719,el yabancı yurt
566,0.6852723967323153,ateş yakılan yer
567,0.2991530973174624,kabaca uyarma
568,0.4190416731342851,düğüne davet edilirken verilen hediye davetiye
569,0.5211266780021453,omuzda taşınan odun
570,0.43787065730486663,kadar
571,0.4631903309130249,ondan sonra
572,0.18307612350166239,ordan öyle
573,0.06866938275323006,bağlamak
574,0.43787065730486663,kadar
575,0.0037646925722054914,halka
576,-0.047690284864328004,korkak
577,0.08956715555212638,ölmek üzere
578,0.6382377873398573,bir tür ilenme beddua
579,0.7228365652367528,çayırda havanın bir bölgeden ayrılmadan yayılması uzun bir halatın bir
580,0.7097693462350879,genelde büyük baş hayvanları bağlamak kullanılan bir tür ip
581,-0.09765203110898525,yürüdü
582,0.526802320028904,kapalı
583,0.0009908929097905902,i̇htiyaçlar
584,0.4264031271882677,öte taraf
585,0.3849603097889883,geçen gün
586,0.34428598875862576,öteki taraf
587,0.6621900833991284,yere serilen kalın çul
588,0.5070235280983546,keklik yavrusu
589,0.3869267404339135,yere serilmek
590,0.31170687005647124,atların semer eyerini vücûduna bağlayan kuşak
591,0.13897371861200092,palamut
592,-0.015002765771905527,gelincik çiçeği
593,0.4170508471504774,eli ayağını birbirine dolaşmak
594,0.06652537825312158,patiska
595,0.3026060572595179,çocuk ayakkabısı
596,0.6104378754045862,yırtıcı hayvan sesi
597,0.6445882373426701,bir çeşit kumaş
598,0.4503459702059484,güzel
599,-0.023874590796813006,zavallı
600,0.30049529708025635,aniden
601,-0.09001063575553059,perakende
602,0.20546196902612165,havlu
603,0.44054206967653187,ekin demeti
604,0.4209450658894282,elbise
605,-0.14337300426785007,saklanacak
606,-0.06969978343426173,saklambaç
607,0.05872940198797325,saklanıp
608,0.2513958141345095,saklanbaç oyunu
609,-0.019764827651213387,saklanmak
610,0.2913840242452391,ardıç türü
611,0.14473627938192732,kümes
612,0.14473627938192732,kümes
613,0.012864535027048443,pantolon
614,0.6821758314390672,bir delikten geçmek
615,-0.008658904467351632,boşanmak
616,0.720736958505878,camuzun manda küçük yavrusu
617,0.5301191888856603,kuru kil görünümünde verimsiz toprak
618,0.10125578418484335,si
619,0.4674694503492336,yanıcı çam yaprağı topluluğu
620,0.44695423824823355,mısır püskülü
621,-0.016670784785927064,kedi
622,0.32613284966111167,yürüyüp gitmek
623,-0.22304725544107373,uymak
624,0.005212755306726616,hikaye söylenmiş
625,0.3916833691134591,sübyan çocuk
626,0.39430243316300295,acele çabuk
627,0.7101084221325027,üzerinde yemek pişirmek kullanılan demir alet
628,0.7000820344046657,altı yedi litre süt alabilen hayvanlardan süt sağmakta kullanılan madeni
629,0.5079989430136692,fasulye badem çekirdeği palamut iki parçadan
630,0.4875415732757723,koyunların sıvı dışkılarının arka bacaklarındaki yünlere yapışarak kuruması
631,0.4467009984273562,i̇çerisi kısmen ıslak geniş alan
632,-0.16490736245468796,i̇pucu
633,0.6395579269835894,sabanda kullanılan öküzlerin boynuna getirilen kısım
634,-0.22716005012026674,gelişigüzel
635,0.6977237210712506,büyük kalbur
636,0.6906086103010765,büyük gözenekli elek
637,0.6528359751373611,çıkılması güç yer
638,0.39931823515924036,bıçak
639,0.05838392297930224,helke kova
640,0.8187157117792498,i̇çi kalaylı bakır bakraç su taşımada kullanılır litre su alır
641,0.13296350218501385,tabak tepsi
642,0.2004283538045622,biraz acele koşmak
643,0.18247187397525788,gelin alayı
644,0.4848733068082254,bakır tabak
645,0.025181006521797306,tanıma
646,0.09143505234426619,alçak engin
647,0.5647718959277821,nehirden yakalanan odun parçalan
648,0.08565438643686739,selin sürüklediği çöp
649,0.24619673743500775,sık olmamak
650,0.31815635395581265,sıcak
651,0.4939019343789617,fazla ısı nedeniyle bunalmak
652,0.5674335411395927,eşek yavrusu
653,0.16707835189322612,kaygan
