model_name,document_index,similarity_score,comment
word2vec_stemmed_cbow_win2_dim100.model,23,0.732708387734693,du etm
word2vec_stemmed_cbow_win2_dim100.model,24,-0.02185536117757312,emanet
word2vec_stemmed_cbow_win2_dim100.model,25,0.9645683222666033,tavuk yaş
word2vec_stemmed_cbow_win2_dim100.model,26,0.9807715278582203,bir tür ağaç
word2vec_stemmed_cbow_win2_dim100.model,27,0.33109755320706147,i̇mece
word2vec_stemmed_cbow_win2_dim100.model,28,0.850693276434193,karş yamaç
word2vec_stemmed_cbow_win2_dim100.model,29,-0.06907052535270664,ayşe
word2vec_stemmed_cbow_win2_dim100.model,30,0.9785504352051708,durup kalmak bir dur karşı
word2vec_stemmed_cbow_win2_dim100.model,31,0.27900094084478805,terte
word2vec_stemmed_cbow_win2_dim100.model,32,0.92133316642683,alnı orta beyaz
word2vec_stemmed_cbow_win2_dim100.model,33,0.02708667323208021,arzu
word2vec_stemmed_cbow_win2_dim100.model,34,0.9322564730962917,giys çamaşır
word2vec_stemmed_cbow_win2_dim100.model,35,0.7068621315381849,aşak
word2vec_stemmed_cbow_win2_dim100.model,36,0.2592988134219831,şaşk şaşk
word2vec_stemmed_cbow_win2_dim100.model,37,0.9718881155342975,ticari olmayan sebz bahçe
word2vec_stemmed_cbow_win2_dim100.model,38,0.9679937927585945,dolm tüfek atış hazırlamak kullanılan kapsül saçm barut kurş
word2vec_stemmed_cbow_win2_dim100.model,39,0.23920120406276246,yanak
word2vec_stemmed_cbow_win2_dim100.model,40,0.9632016288749978,kat eş kar
word2vec_stemmed_cbow_win2_dim100.model,41,0.9663648583711483,baş dönüyor halsiz
word2vec_stemmed_cbow_win2_dim100.model,42,0.5717656645830178,soğuk
word2vec_stemmed_cbow_win2_dim100.model,43,0.9749238698507701,bir bitki tür
word2vec_stemmed_cbow_win2_dim100.model,44,0.9782436455431436,bir bitki eğrel ot
word2vec_stemmed_cbow_win2_dim100.model,45,0.8853231025830337,tam ters aksi
word2vec_stemmed_cbow_win2_dim100.model,46,0.3235828245717577,kızmak
word2vec_stemmed_cbow_win2_dim100.model,47,0.8323973159476383,yiyecek
word2vec_stemmed_cbow_win2_dim100.model,48,0.9064873200169599,han kız kardeş koca
word2vec_stemmed_cbow_win2_dim100.model,49,0.853441463389312,bacak
word2vec_stemmed_cbow_win2_dim100.model,50,0.38730250372549063,patlıcan
word2vec_stemmed_cbow_win2_dim100.model,51,0.9212718795545642,han kız kardeş
word2vec_stemmed_cbow_win2_dim100.model,52,-0.12856450588954202,yıldır
word2vec_stemmed_cbow_win2_dim100.model,53,0.9801103876167265,koku kötü bir böcek
word2vec_stemmed_cbow_win2_dim100.model,54,0.9761857342281953,bir çeşit serç
word2vec_stemmed_cbow_win2_dim100.model,55,0.9671732456397243,eğim ağaçs yer
word2vec_stemmed_cbow_win2_dim100.model,56,0.9829849555752865,yufk ekmek biraz kal olan sıcak bazlama yenilme hoş
word2vec_stemmed_cbow_win2_dim100.model,57,0.9822576211270977,çe anlam kullanılan bir söz
word2vec_stemmed_cbow_win2_dim100.model,58,0.9804166971015202,toprak kazma yarayan uç sivr kürek
word2vec_stemmed_cbow_win2_dim100.model,59,0.7623989538979534,kurutul incir
word2vec_stemmed_cbow_win2_dim100.model,60,0.49674262848052514,sarmak
word2vec_stemmed_cbow_win2_dim100.model,61,0.958274381218243,atlar semer eğer çıkarıldık sonr üşümeme sırt bağlanan
word2vec_stemmed_cbow_win2_dim100.model,62,0.9537785411690274,öğrenmek toprak kazmak
word2vec_stemmed_cbow_win2_dim100.model,63,0.9597110874311268,sık fazl
word2vec_stemmed_cbow_win2_dim100.model,64,0.9564320676594606,elin iyi iş gelen elin çabuk
word2vec_stemmed_cbow_win2_dim100.model,65,0.22471811508871403,bedav
word2vec_stemmed_cbow_win2_dim100.model,66,0.8796326505961618,geçen sen
word2vec_stemmed_cbow_win2_dim100.model,67,0.685150690086265,hal
word2vec_stemmed_cbow_win2_dim100.model,68,0.2860787310701176,tohumluk
word2vec_stemmed_cbow_win2_dim100.model,69,0.7340523985966925,biraz
word2vec_stemmed_cbow_win2_dim100.model,70,0.9811636938135255,bir
word2vec_stemmed_cbow_win2_dim100.model,71,0.011267254540673323,güveç
word2vec_stemmed_cbow_win2_dim100.model,72,0.9769841254953152,yayık ayran karıştırma yarayan çubuk
word2vec_stemmed_cbow_win2_dim100.model,73,0.8632838651208887,önç
word2vec_stemmed_cbow_win2_dim100.model,74,0.2242826611304755,sürahi
word2vec_stemmed_cbow_win2_dim100.model,75,0.8982817728146109,camuz yavru
word2vec_stemmed_cbow_win2_dim100.model,76,0.9576459089781332,çiftleş zaman gel diş inek
word2vec_stemmed_cbow_win2_dim100.model,77,0.9729625398663782,i̇çinde giyecek v dol kal bez
word2vec_stemmed_cbow_win2_dim100.model,78,0.9824056782508501,ek tarla ara ekilip sürül ot bol olan yer
word2vec_stemmed_cbow_win2_dim100.model,79,0.9448911701553012,bağ bahçe
word2vec_stemmed_cbow_win2_dim100.model,80,-0.15010437883933236,salatalık
word2vec_stemmed_cbow_win2_dim100.model,81,0.7250592394081722,kül reng
word2vec_stemmed_cbow_win2_dim100.model,82,-0.042082274517517435,takke
word2vec_stemmed_cbow_win2_dim100.model,83,-0.09510198593265486,kapşon
word2vec_stemmed_cbow_win2_dim100.model,84,0.9848008380327977,hayvan hızl koşma önlemek ik ayak birbir bağlayan ip
word2vec_stemmed_cbow_win2_dim100.model,85,0.9112859865860106,kadar kadarcık
word2vec_stemmed_cbow_win2_dim100.model,86,0.0795041729610219,sefer
word2vec_stemmed_cbow_win2_dim100.model,87,0.47056065315287343,bunalmak
word2vec_stemmed_cbow_win2_dim100.model,88,0.9706897990352226,uç kıvrık kesk bıçak
word2vec_stemmed_cbow_win2_dim100.model,89,0.905012659208362,i̇nek yavru
word2vec_stemmed_cbow_win2_dim100.model,90,0.20560685675214685,i̇neğin yavrulama
word2vec_stemmed_cbow_win2_dim100.model,91,0.9646224363548779,erkek çocuk pipi
word2vec_stemmed_cbow_win2_dim100.model,92,0.7020043410941069,i̇çine girilemeyen çalılık
word2vec_stemmed_cbow_win2_dim100.model,93,0.9788892519433398,bir çeşit örümcek tür hayvan iğn atar
word2vec_stemmed_cbow_win2_dim100.model,94,0.9897740591870854,su göle
word2vec_stemmed_cbow_win2_dim100.model,95,-0.19589100306509055,çağlayan
word2vec_stemmed_cbow_win2_dim100.model,96,0.9788777820966749,akarsuy ani ek neden hızl aktık yer şelale kadar dik değil
word2vec_stemmed_cbow_win2_dim100.model,97,0.9897195651196019,su kar
word2vec_stemmed_cbow_win2_dim100.model,98,0.7702264848124372,olgunlaş karpuz kavu
word2vec_stemmed_cbow_win2_dim100.model,99,0.6579538830869008,laf kalabalık
word2vec_stemmed_cbow_win2_dim100.model,100,0.973507524743991,büyük fare
word2vec_stemmed_cbow_win2_dim100.model,101,0.9785916290025722,bir kumaş tür
word2vec_stemmed_cbow_win2_dim100.model,102,0.9752054093136153,üzer olmayan kel
word2vec_stemmed_cbow_win2_dim100.model,103,0.6866167295821732,soyul kel
word2vec_stemmed_cbow_win2_dim100.model,104,0.3172389734934209,pınar kaynak
word2vec_stemmed_cbow_win2_dim100.model,105,0.04673127164782866,i̇natlaşmak
word2vec_stemmed_cbow_win2_dim100.model,106,0.9619027328998013,saman ayrıl fakat elen tahıl yık
word2vec_stemmed_cbow_win2_dim100.model,107,0.6915318355903719,yepyen pırıl pırıl
word2vec_stemmed_cbow_win2_dim100.model,108,0.9339650241469799,açıl tavuk
word2vec_stemmed_cbow_win2_dim100.model,109,0.3163428085280906,çe
word2vec_stemmed_cbow_win2_dim100.model,110,0.9182285871572988,dom yavru
word2vec_stemmed_cbow_win2_dim100.model,111,-0.08941856499578402,ıslanmak
word2vec_stemmed_cbow_win2_dim100.model,112,0.6510721735382679,böğürtlen çalılık
word2vec_stemmed_cbow_win2_dim100.model,113,0.823445179708429,maden par
word2vec_stemmed_cbow_win2_dim100.model,114,0.028043892696734747,tamamen
word2vec_stemmed_cbow_win2_dim100.model,115,0.9285699163481421,bozul yumur
word2vec_stemmed_cbow_win2_dim100.model,116,0.8994451987955032,kavgaç oyun bozan
word2vec_stemmed_cbow_win2_dim100.model,117,0.9216712774941461,oyun bozmak
word2vec_stemmed_cbow_win2_dim100.model,118,0.8547538723026702,aman dil em k
word2vec_stemmed_cbow_win2_dim100.model,119,0.7141196748527068,ağustos böcek
word2vec_stemmed_cbow_win2_dim100.model,120,0.9723938369030725,bir çeşit kuş tür
word2vec_stemmed_cbow_win2_dim100.model,121,0.9750694140499935,tohum bir çeşit bitki
word2vec_stemmed_cbow_win2_dim100.model,122,0.9761857342281953,bir çeşit serç
word2vec_stemmed_cbow_win2_dim100.model,123,0.6057351216140462,tırnak iz
word2vec_stemmed_cbow_win2_dim100.model,124,0.9547874604462743,sıv katı olmayan
word2vec_stemmed_cbow_win2_dim100.model,125,-0.08968435709242605,tahtaravel
word2vec_stemmed_cbow_win2_dim100.model,126,0.0570037472115269,çizg
word2vec_stemmed_cbow_win2_dim100.model,127,0.9116546870360128,gevez yaramaz iyilik bilmez
word2vec_stemmed_cbow_win2_dim100.model,128,0.934878562364241,maki bitki çeşi
word2vec_stemmed_cbow_win2_dim100.model,129,0.028043892696734747,tamamen
word2vec_stemmed_cbow_win2_dim100.model,130,0.9717660619659898,küçük helkecik
word2vec_stemmed_cbow_win2_dim100.model,131,0.9199580931700593,i̇şe yaramaz
word2vec_stemmed_cbow_win2_dim100.model,132,0.06054724376892894,baykuş
word2vec_stemmed_cbow_win2_dim100.model,133,0.6419924443270681,hint
word2vec_stemmed_cbow_win2_dim100.model,134,0.9660399845725821,kıs boyl
word2vec_stemmed_cbow_win2_dim100.model,135,0.6598770335939513,sigar
word2vec_stemmed_cbow_win2_dim100.model,136,0.3765385044481323,civciv
word2vec_stemmed_cbow_win2_dim100.model,137,0.9714709852234832,hartlap ağaç meyve
word2vec_stemmed_cbow_win2_dim100.model,138,0.3765467822945029,cevap
word2vec_stemmed_cbow_win2_dim100.model,139,0.9792452200618675,genellik tarla temizlemek toplanan taş yık
word2vec_stemmed_cbow_win2_dim100.model,140,0.8728204648414357,köz piş et
word2vec_stemmed_cbow_win2_dim100.model,141,0.9792048525113709,yol çakıştık yer
word2vec_stemmed_cbow_win2_dim100.model,142,-0.06226646632206044,melez
word2vec_stemmed_cbow_win2_dim100.model,143,0.9841343938302716,kuş avlamak kullanılan lastik iç taş konulan der böl
word2vec_stemmed_cbow_win2_dim100.model,144,0.9758676466758176,bir böcek tür
word2vec_stemmed_cbow_win2_dim100.model,145,0.9730041781178698,oğlak büyük
word2vec_stemmed_cbow_win2_dim100.model,146,0.8449006895848907,tek
word2vec_stemmed_cbow_win2_dim100.model,147,-0.10175676903154603,çekirg
word2vec_stemmed_cbow_win2_dim100.model,148,0.6532517185037101,ölçek
word2vec_stemmed_cbow_win2_dim100.model,149,0.9766083595774291,tahta yapıl kg buğday alabilen tahıl ölçek
word2vec_stemmed_cbow_win2_dim100.model,150,0.9710325699981651,pirinç tarla hali
word2vec_stemmed_cbow_win2_dim100.model,151,0.5321931984508325,ceviz yarı
word2vec_stemmed_cbow_win2_dim100.model,152,0.7168154772658126,bulaşık
word2vec_stemmed_cbow_win2_dim100.model,153,0.9838368456636771,traktör römork üzer tahta ilave yapıl şekl bir çe saman
word2vec_stemmed_cbow_win2_dim100.model,154,0.5609462696724132,fidan
word2vec_stemmed_cbow_win2_dim100.model,155,0.9821036929454744,akarsu yatak büyük viraj neden suy bir sür ters akıp tekrar
word2vec_stemmed_cbow_win2_dim100.model,156,0.9826982540122697,yumurta yapılan bir yemek tür
word2vec_stemmed_cbow_win2_dim100.model,157,0.35552374072063686,tuta
word2vec_stemmed_cbow_win2_dim100.model,158,0.9787293598087418,menengiç bir bitki
word2vec_stemmed_cbow_win2_dim100.model,159,0.9653951383624915,kırılma zor olan cev çıtırık
word2vec_stemmed_cbow_win2_dim100.model,160,0.9000508184573364,pamuk toh
word2vec_stemmed_cbow_win2_dim100.model,161,0.602142244053326,yıkanmak
word2vec_stemmed_cbow_win2_dim100.model,162,0.48127540921480966,serç
word2vec_stemmed_cbow_win2_dim100.model,163,0.9767561643474024,küçük parça
word2vec_stemmed_cbow_win2_dim100.model,164,0.9797460534406874,bir an
word2vec_stemmed_cbow_win2_dim100.model,165,0.2242826611304755,sürahi
word2vec_stemmed_cbow_win2_dim100.model,166,0.9841012906621778,i̇çi kalay küçük bakır bakraç litre su alır
word2vec_stemmed_cbow_win2_dim100.model,167,0.9817197949383889,tarla bahçe kenar çit örmek kullanılan çalı
word2vec_stemmed_cbow_win2_dim100.model,168,0.9840070344206845,taş oynanan bir oyun
word2vec_stemmed_cbow_win2_dim100.model,169,0.9811606075759156,ağaç kol ilk ayrıldık yer
word2vec_stemmed_cbow_win2_dim100.model,170,0.982934961946091,büyük tah kaşık yannık ik çömç ayran al
word2vec_stemmed_cbow_win2_dim100.model,171,0.9793560987311882,keç kıl dokunan yayg olarak kullanılan düz desens dok
word2vec_stemmed_cbow_win2_dim100.model,172,0.6350148615642257,davul tokmak
word2vec_stemmed_cbow_win2_dim100.model,173,0.9824590165306663,tohum bir ağaç
word2vec_stemmed_cbow_win2_dim100.model,174,0.8128723305024317,yukar doğr
word2vec_stemmed_cbow_win2_dim100.model,175,0.03213726136935276,cep
word2vec_stemmed_cbow_win2_dim100.model,176,0.9763871686384492,ev
word2vec_stemmed_cbow_win2_dim100.model,177,0.2860787310701176,tohumluk
word2vec_stemmed_cbow_win2_dim100.model,178,0.9392000907681078,dolm tüfek kötü
word2vec_stemmed_cbow_win2_dim100.model,179,-0.027616223718852938,dantel
word2vec_stemmed_cbow_win2_dim100.model,180,0.9557029228867163,tarla nem alma
word2vec_stemmed_cbow_win2_dim100.model,181,0.9835610318149959,küçük bir hareket kıpır
word2vec_stemmed_cbow_win2_dim100.model,182,0.9514564122839315,payandalık yapmak dayak dur unluk beygir yükleyel
word2vec_stemmed_cbow_win2_dim100.model,183,0.21525645581181496,eskimek
word2vec_stemmed_cbow_win2_dim100.model,184,0.8632838651208887,önç
word2vec_stemmed_cbow_win2_dim100.model,185,0.11812890566851625,başl baka
word2vec_stemmed_cbow_win2_dim100.model,186,0.28197845919665715,mahsus
word2vec_stemmed_cbow_win2_dim100.model,187,0.8962465566996604,bak
word2vec_stemmed_cbow_win2_dim100.model,188,-0.06231415993199514,delilen
word2vec_stemmed_cbow_win2_dim100.model,189,0.9685683161218881,sürek dönmemek üzer
word2vec_stemmed_cbow_win2_dim100.model,190,0.41273779571047564,tekm
word2vec_stemmed_cbow_win2_dim100.model,191,0.9645897111323483,tarhan aş karıştırma yarayan aygıt
word2vec_stemmed_cbow_win2_dim100.model,192,0.5949543511986293,toplamak
word2vec_stemmed_cbow_win2_dim100.model,193,0.9800694898163246,bir sonraki gün
word2vec_stemmed_cbow_win2_dim100.model,194,0.07624680871049991,devir
word2vec_stemmed_cbow_win2_dim100.model,195,-0.06360294675916317,öteki
word2vec_stemmed_cbow_win2_dim100.model,196,0.010838246423188626,teyz
word2vec_stemmed_cbow_win2_dim100.model,197,0.6026415114020401,gir
word2vec_stemmed_cbow_win2_dim100.model,198,0.42206871499617027,girmek
word2vec_stemmed_cbow_win2_dim100.model,199,0.937394395656135,fazl taşk
word2vec_stemmed_cbow_win2_dim100.model,200,0.22795985245968212,yarık yarık
word2vec_stemmed_cbow_win2_dim100.model,201,0.983360351435459,büyük taş
word2vec_stemmed_cbow_win2_dim100.model,202,0.919244701559816,sık
word2vec_stemmed_cbow_win2_dim100.model,203,0.9826762515673817,çit kullanılan ağaç kazık bahçe ağıl bir yük dikeç gerek
word2vec_stemmed_cbow_win2_dim100.model,204,0.6617309042272789,anahtar
word2vec_stemmed_cbow_win2_dim100.model,205,0.9048582529833495,güzel konuşan
word2vec_stemmed_cbow_win2_dim100.model,206,-0.07941595909156812,kilitlemek
word2vec_stemmed_cbow_win2_dim100.model,207,0.8988844971734259,dur
word2vec_stemmed_cbow_win2_dim100.model,208,0.20568918790184249,dinl hel
word2vec_stemmed_cbow_win2_dim100.model,209,0.8672362379199843,ani orta çıkmak
word2vec_stemmed_cbow_win2_dim100.model,210,0.978393699227216,ek sap pato atma yarayan alet
word2vec_stemmed_cbow_win2_dim100.model,211,0.0907053022659062,çekiştirmek
word2vec_stemmed_cbow_win2_dim100.model,212,0.4278029613070002,takl
word2vec_stemmed_cbow_win2_dim100.model,213,0.07158734852360688,durt
word2vec_stemmed_cbow_win2_dim100.model,214,0.4278029613070002,takl
word2vec_stemmed_cbow_win2_dim100.model,215,0.9753415682499075,büyük bakır kazan
word2vec_stemmed_cbow_win2_dim100.model,216,0.9587572995448759,çamaşır yıkamak der perşemp gün ana yuyacak
word2vec_stemmed_cbow_win2_dim100.model,217,-0.057221514157089134,külot
word2vec_stemmed_cbow_win2_dim100.model,218,0.9660912738713764,pilav maraş tarhana aşure yapım kullanılan değlip dövül
word2vec_stemmed_cbow_win2_dim100.model,219,0.03501025802389099,oğul
word2vec_stemmed_cbow_win2_dim100.model,220,0.01393980606583374,duvak
word2vec_stemmed_cbow_win2_dim100.model,221,0.6753608123747025,dut
word2vec_stemmed_cbow_win2_dim100.model,222,0.9762727553361461,rüzgar ulaşmadık yer
word2vec_stemmed_cbow_win2_dim100.model,223,0.9830553261127144,bir şey yan taraf bina yan taraf insan yanak
word2vec_stemmed_cbow_win2_dim100.model,224,0.04634447078511386,dökülüyor
word2vec_stemmed_cbow_win2_dim100.model,225,0.9814877089025723,bir yemek tür hamur yapılır
word2vec_stemmed_cbow_win2_dim100.model,226,0.14288744837871933,kümes
word2vec_stemmed_cbow_win2_dim100.model,227,-0.09287928382535401,dünürç
word2vec_stemmed_cbow_win2_dim100.model,228,0.9569058836588528,tarla pay
word2vec_stemmed_cbow_win2_dim100.model,229,0.9243493012726394,doğur diş sığır
word2vec_stemmed_cbow_win2_dim100.model,230,0.8515113103418473,sar döven tokmak
word2vec_stemmed_cbow_win2_dim100.model,231,0.8298609702609614,i̇yi
word2vec_stemmed_cbow_win2_dim100.model,232,0.9624129922094502,ot
word2vec_stemmed_cbow_win2_dim100.model,233,0.1889674142817998,ada
word2vec_stemmed_cbow_win2_dim100.model,234,0.9412662225313633,erkek kardeş abi
word2vec_stemmed_cbow_win2_dim100.model,235,0.9678086429795805,meş ağaç
word2vec_stemmed_cbow_win2_dim100.model,236,0.726223474962431,ail birey topla
word2vec_stemmed_cbow_win2_dim100.model,237,-0.01818656445100888,ehil
word2vec_stemmed_cbow_win2_dim100.model,238,0.05464691364480992,ahmet
word2vec_stemmed_cbow_win2_dim100.model,239,0.31618664152413156,genellik
word2vec_stemmed_cbow_win2_dim100.model,240,0.31845300062686493,elç işbirlikç
word2vec_stemmed_cbow_win2_dim100.model,241,-0.049264039864083016,manas
word2vec_stemmed_cbow_win2_dim100.model,242,-0.11929636453612977,ulaştırmak
word2vec_stemmed_cbow_win2_dim100.model,243,0.4796703048044425,herhalde
word2vec_stemmed_cbow_win2_dim100.model,244,-0.17541077854339626,yengeç
word2vec_stemmed_cbow_win2_dim100.model,245,0.9782419153904768,ek biçer parmak takılan tah koruyuç
word2vec_stemmed_cbow_win2_dim100.model,246,0.4796703048044425,herhalde
word2vec_stemmed_cbow_win2_dim100.model,247,-0.04118416034430734,utanmak
word2vec_stemmed_cbow_win2_dim100.model,248,0.978999680439852,yen dok keç yavru biz ik emilik olt
word2vec_stemmed_cbow_win2_dim100.model,249,0.014406691929308966,am
word2vec_stemmed_cbow_win2_dim100.model,250,0.949423255912455,köpek yavru
word2vec_stemmed_cbow_win2_dim100.model,251,0.868449352018063,aşak doğr meyil
word2vec_stemmed_cbow_win2_dim100.model,252,0.1480205763866065,ramp
word2vec_stemmed_cbow_win2_dim100.model,253,0.003467551992795092,ermen
word2vec_stemmed_cbow_win2_dim100.model,254,-0.1704736459399971,esans
word2vec_stemmed_cbow_win2_dim100.model,255,0.9752787037820462,ateş odun
word2vec_stemmed_cbow_win2_dim100.model,256,0.8415018716890084,sahi mi
word2vec_stemmed_cbow_win2_dim100.model,257,0.3650159085408376,eşarp
word2vec_stemmed_cbow_win2_dim100.model,258,-0.0693030718439005,apaçık
word2vec_stemmed_cbow_win2_dim100.model,259,0.9791110763220814,başka yer sa adlandırılan et kesme kullanılan alet
word2vec_stemmed_cbow_win2_dim100.model,260,0.9586018573370348,tarla hat çekilme
word2vec_stemmed_cbow_win2_dim100.model,261,0.9350373878432519,savurarak elem iş
word2vec_stemmed_cbow_win2_dim100.model,262,0.9822205615105996,bir yer bekleyerek avlar buluduk yer gelme isteyen avcı iç
word2vec_stemmed_cbow_win2_dim100.model,263,0.21994646371220994,tuzak
word2vec_stemmed_cbow_win2_dim100.model,264,0.08714475577256203,hoç
word2vec_stemmed_cbow_win2_dim100.model,265,0.9111267980789277,yaramaz ahlaks
word2vec_stemmed_cbow_win2_dim100.model,266,0.4547063299874638,kazak
word2vec_stemmed_cbow_win2_dim100.model,267,0.7724490620536855,kirl
word2vec_stemmed_cbow_win2_dim100.model,268,0.9291533582714978,i̇çi boş
word2vec_stemmed_cbow_win2_dim100.model,269,0.9640623622496189,boş iş
word2vec_stemmed_cbow_win2_dim100.model,270,0.9445735699754523,haşlan buğday
word2vec_stemmed_cbow_win2_dim100.model,271,0.20990538647363746,tir tir
word2vec_stemmed_cbow_win2_dim100.model,272,0.9716761103474069,tarla toh ekilme önç sürülme
word2vec_stemmed_cbow_win2_dim100.model,273,0.07019990091884992,fırlatmak
word2vec_stemmed_cbow_win2_dim100.model,274,-0.05878451109913274,topaç
word2vec_stemmed_cbow_win2_dim100.model,275,0.9438289563038447,parça parça
word2vec_stemmed_cbow_win2_dim100.model,276,0.9562540822582151,kuru ek kök
word2vec_stemmed_cbow_win2_dim100.model,277,0.9706268241978295,olgunlaş olan
word2vec_stemmed_cbow_win2_dim100.model,278,0.9663857515019683,kat elbise
word2vec_stemmed_cbow_win2_dim100.model,279,0.9779544191430383,tavuk alt konan yumur
word2vec_stemmed_cbow_win2_dim100.model,280,0.09716729814334665,kabir
word2vec_stemmed_cbow_win2_dim100.model,281,0.9830229710105007,mısır unun yapılan bir tür yemek
word2vec_stemmed_cbow_win2_dim100.model,282,0.8692351079526482,sık tas
word2vec_stemmed_cbow_win2_dim100.model,283,0.6550302866561397,güverç
word2vec_stemmed_cbow_win2_dim100.model,284,0.9474311176590535,güverç çocuk gallep avın git
word2vec_stemmed_cbow_win2_dim100.model,285,0.13630549836968398,sincap
word2vec_stemmed_cbow_win2_dim100.model,286,-0.04096914322626638,pipo
word2vec_stemmed_cbow_win2_dim100.model,287,0.9691018699733895,kötü yaramaz kat
word2vec_stemmed_cbow_win2_dim100.model,288,0.9747396582616487,ağaç kabuk
word2vec_stemmed_cbow_win2_dim100.model,289,0.9747396582616487,ağaç kabuk
word2vec_stemmed_cbow_win2_dim100.model,290,0.945884622901676,diş köpek
word2vec_stemmed_cbow_win2_dim100.model,291,0.931096482894344,mutfak eşya
word2vec_stemmed_cbow_win2_dim100.model,292,0.08343856168264481,pardü
word2vec_stemmed_cbow_win2_dim100.model,293,0.9012183065971447,raf
word2vec_stemmed_cbow_win2_dim100.model,294,0.9790143874070482,ağaç dal eğme yarayan çatal
word2vec_stemmed_cbow_win2_dim100.model,295,0.042254283161818784,dom
word2vec_stemmed_cbow_win2_dim100.model,296,0.9705627978130962,yaşl ağaç
word2vec_stemmed_cbow_win2_dim100.model,297,0.5420805035156775,hava kararma
word2vec_stemmed_cbow_win2_dim100.model,298,0.6675585749579995,yaşl
word2vec_stemmed_cbow_win2_dim100.model,299,0.9668487772145833,kap
word2vec_stemmed_cbow_win2_dim100.model,300,0.9752348031594043,hayvan yeşil ot olarak yedirmek ekilen arpa başak çıkar
word2vec_stemmed_cbow_win2_dim100.model,301,0.8504446644404449,otun yararlanmak ekil arp
word2vec_stemmed_cbow_win2_dim100.model,302,0.9606124174267257,bahçe kapı
word2vec_stemmed_cbow_win2_dim100.model,303,0.919244701559816,sık
word2vec_stemmed_cbow_win2_dim100.model,304,0.2516677491596343,yalan
word2vec_stemmed_cbow_win2_dim100.model,305,0.9689712201479896,tava sahan yumur yemek yokt misafir gaygan yapt
word2vec_stemmed_cbow_win2_dim100.model,306,0.7849246828350223,kazık
word2vec_stemmed_cbow_win2_dim100.model,307,0.9324331645232481,yol
word2vec_stemmed_cbow_win2_dim100.model,308,0.9791477221372351,tahta yapıl üzer yük taşıma yarayan aygıt
word2vec_stemmed_cbow_win2_dim100.model,309,0.9624129922094502,ot
word2vec_stemmed_cbow_win2_dim100.model,310,0.9723443225781594,atlar kontrol yular birlik ağz takılan maden parça
word2vec_stemmed_cbow_win2_dim100.model,311,0.9642448229626408,döven harman sürm alet
word2vec_stemmed_cbow_win2_dim100.model,312,0.9776192469756111,hayvan ağz vurulur ek sap ezıp tane ayıran altıkesk
word2vec_stemmed_cbow_win2_dim100.model,313,0.9455443480913781,yen
word2vec_stemmed_cbow_win2_dim100.model,314,0.9570400521092328,kap ses
word2vec_stemmed_cbow_win2_dim100.model,315,0.9591833460482296,ayak
word2vec_stemmed_cbow_win2_dim100.model,316,-0.08824557747985762,kıçıkırık
word2vec_stemmed_cbow_win2_dim100.model,317,0.08071943696518924,ötmek
word2vec_stemmed_cbow_win2_dim100.model,318,0.9477467186509306,sarı yak renk
word2vec_stemmed_cbow_win2_dim100.model,319,0.9666204835747284,ölçü kap
word2vec_stemmed_cbow_win2_dim100.model,320,0.9800615524192144,keç koy yüy kesme yarayan makas
word2vec_stemmed_cbow_win2_dim100.model,321,0.06170538206693396,kısrak
word2vec_stemmed_cbow_win2_dim100.model,322,0.7106002359719471,ekilecek soğan
