document_index,similarity_score,comment
75,0.0,camuz yavru
76,0.0,çiftleş zaman gel diş inek
77,0.0,i̇çinde giyecek v dol kal bez
78,0.0,ek tarla ara ekilip sürül ot bol olan yer
79,0.0,bağ bahçe
80,0.0,salatalık
81,0.0,kül reng
82,0.0,takke
83,0.0,kapşon
84,0.0,hayvan hızl koşma önlemek ik ayak birbir bağlayan ip
85,0.0,kadar kadarcık
86,0.0,sefer
87,0.0,bunalmak
88,0.0,uç kıvrık kesk bıçak
89,0.0,i̇nek yavru
90,0.0,i̇neğin yavrulama
91,0.0,erkek çocuk pipi
92,0.16719017982104248,i̇çine girilemeyen çalılık
93,0.0,bir çeşit örümcek tür hayvan iğn atar
94,0.0,su göle
95,0.20616130425441592,çağlayan
96,0.0,akarsuy ani ek neden hızl aktık yer şelale kadar dik değil
97,0.0,su kar
98,0.0,olgunlaş karpuz kavu
99,0.0,laf kalabalık
100,0.0,büyük fare
101,0.0,bir kumaş tür
102,0.0,üzer olmayan kel
103,0.0,soyul kel
104,0.0,pınar kaynak
105,0.0,i̇natlaşmak
106,0.0,saman ayrıl fakat elen tahıl yık
107,0.0,yepyen pırıl pırıl
108,0.0,açıl tavuk
109,0.0,çe
110,0.0,dom yavru
111,0.0,ıslanmak
112,0.0,böğürtlen çalılık
113,0.0,maden par
114,0.0,tamamen
115,0.0,bozul yumur
116,0.0,kavgaç oyun bozan
117,0.0,oyun bozmak
118,0.0,aman dil em k
119,0.0,ağustos böcek
120,0.0,bir çeşit kuş tür
121,0.0,tohum bir çeşit bitki
122,0.0,bir çeşit serç
123,0.0,tırnak iz
124,0.0,sıv katı olmayan
125,0.0,tahtaravel
126,0.0,çizg
127,0.0,gevez yaramaz iyilik bilmez
128,0.0,maki bitki çeşi
129,0.0,tamamen
130,0.0,küçük helkecik
131,0.0,i̇şe yaramaz
132,0.0,baykuş
133,0.0,hint
134,0.0,kıs boyl
135,0.0,sigar
136,0.0,civciv
137,0.0,hartlap ağaç meyve
138,0.0,cevap
139,0.0,genellik tarla temizlemek toplanan taş yık
140,0.0,köz piş et
141,0.0,yol çakıştık yer
142,0.0,melez
143,0.0,kuş avlamak kullanılan lastik iç taş konulan der böl
144,0.0,bir böcek tür
145,0.0,oğlak büyük
146,0.0,tek
147,0.0,çekirg
148,0.0,ölçek
149,0.0,tahta yapıl kg buğday alabilen tahıl ölçek
150,0.0,pirinç tarla hali
151,0.0,ceviz yarı
152,0.0,bulaşık
153,0.0,traktör römork üzer tahta ilave yapıl şekl bir çe saman
154,0.0,fidan
155,0.0,akarsu yatak büyük viraj neden suy bir sür ters akıp tekrar
156,0.0,yumurta yapılan bir yemek tür
157,0.0,tuta
158,0.0,menengiç bir bitki
159,0.0,kırılma zor olan cev çıtırık
160,0.0,pamuk toh
161,0.0,yıkanmak
162,0.0,serç
163,0.0,küçük parça
164,0.08468480622162389,bir an
165,0.0,sürahi
166,0.0,i̇çi kalay küçük bakır bakraç litre su alır
167,0.0,tarla bahçe kenar çit örmek kullanılan çalı
168,0.0,taş oynanan bir oyun
169,0.0,ağaç kol ilk ayrıldık yer
170,0.0,büyük tah kaşık yannık ik çömç ayran al
171,0.0,keç kıl dokunan yayg olarak kullanılan düz desens dok
172,0.0,davul tokmak
173,0.0,tohum bir ağaç
174,0.0,yukar doğr
175,0.0,cep
176,0.0,ev
177,0.0,tohumluk
178,0.0,dolm tüfek kötü
179,0.0,dantel
180,0.0,tarla nem alma
181,0.0,küçük bir hareket kıpır
182,0.0,payandalık yapmak dayak dur unluk beygir yükleyel
183,0.0,eskimek
184,0.0,önç
185,0.0,başl baka
186,0.0,mahsus
187,0.0,bak
188,0.0,delilen
189,0.0,sürek dönmemek üzer
190,0.0,tekm
191,0.0,tarhan aş karıştırma yarayan aygıt
192,0.0,toplamak
193,0.0,bir sonraki gün
194,0.0,devir
195,0.0,öteki
196,0.0,teyz
197,0.0,gir
198,0.0,girmek
199,0.0,fazl taşk
200,0.0,yarık yarık
201,0.0,büyük taş
202,0.0,sık
203,0.0,çit kullanılan ağaç kazık bahçe ağıl bir yük dikeç gerek
204,0.0,anahtar
205,0.0,güzel konuşan
206,0.0,kilitlemek
207,0.0,dur
208,0.0,dinl hel
209,0.0,ani orta çıkmak
210,0.0,ek sap pato atma yarayan alet
211,0.0,çekiştirmek
212,0.0,takl
213,0.0,durt
214,0.0,takl
215,0.0,büyük bakır kazan
216,0.0,çamaşır yıkamak der perşemp gün ana yuyacak
217,0.0,külot
218,0.0,pilav maraş tarhana aşure yapım kullanılan değlip dövül
219,0.0,oğul
220,0.0,duvak
221,0.0,dut
222,0.0,rüzgar ulaşmadık yer
223,0.0,bir şey yan taraf bina yan taraf insan yanak
224,0.0,dökülüyor
225,0.0,bir yemek tür hamur yapılır
226,0.0,kümes
227,0.0,dünürç
228,0.0,tarla pay
229,0.0,doğur diş sığır
230,0.0,sar döven tokmak
231,0.0,i̇yi
232,0.0,ot
233,0.0,ada
234,0.0,erkek kardeş abi
235,0.0,meş ağaç
236,0.0,ail birey topla
237,0.0,ehil
238,0.0,ahmet
239,0.0,genellik
240,0.0,elç işbirlikç
241,0.0,manas
242,0.0,ulaştırmak
243,0.0,herhalde
244,0.0,yengeç
245,0.0,ek biçer parmak takılan tah koruyuç
246,0.0,herhalde
247,0.0,utanmak
248,0.0,yen dok keç yavru biz ik emilik olt
249,0.0,am
250,0.0,köpek yavru
251,0.0,aşak doğr meyil
252,0.0,ramp
253,0.0,ermen
254,0.0,esans
255,0.0,ateş odun
256,0.0,sahi mi
257,0.0,eşarp
258,0.0,apaçık
259,0.0,başka yer sa adlandırılan et kesme kullanılan alet
260,0.0,tarla hat çekilme
261,0.0,savurarak elem iş
262,0.0,bir yer bekleyerek avlar buluduk yer gelme isteyen avcı iç
263,0.0,tuzak
264,0.0,hoç
265,0.0,yaramaz ahlaks
266,0.0,kazak
267,0.0,kirl
268,0.0,i̇çi boş
269,0.0,boş iş
270,0.0,haşlan buğday
271,0.0,tir tir
272,0.0,tarla toh ekilme önç sürülme
273,0.0,fırlatmak
274,0.0,topaç
275,0.0,parça parça
276,0.0,kuru ek kök
277,0.0,olgunlaş olan
278,0.0,kat elbise
279,0.0,tavuk alt konan yumur
280,0.0,kabir
281,0.0,mısır unun yapılan bir tür yemek
282,0.0,sık tas
283,0.0,güverç
284,0.0,güverç çocuk gallep avın git
285,0.0,sincap
286,0.0,pipo
287,0.0,kötü yaramaz kat
288,0.0,ağaç kabuk
289,0.0,ağaç kabuk
290,0.0,diş köpek
291,0.0,mutfak eşya
292,0.0,pardü
293,0.0,raf
294,0.0,ağaç dal eğme yarayan çatal
295,0.0,dom
296,0.0,yaşl ağaç
297,0.0,hava kararma
298,0.0,yaşl
299,0.0,kap
300,0.0,hayvan yeşil ot olarak yedirmek ekilen arpa başak çıkar
301,0.0,otun yararlanmak ekil arp
302,0.0,bahçe kapı
303,0.0,sık
304,0.0,yalan
305,0.0,tava sahan yumur yemek yokt misafir gaygan yapt
306,0.0,kazık
307,0.0,yol
308,0.0,tahta yapıl üzer yük taşıma yarayan aygıt
309,0.0,ot
310,0.0,atlar kontrol yular birlik ağz takılan maden parça
311,0.0,döven harman sürm alet
312,0.0,hayvan ağz vurulur ek sap ezıp tane ayıran altıkesk
313,0.0,yen
314,0.0,kap ses
315,0.0,ayak
316,0.0,kıçıkırık
317,0.0,ötmek
318,0.0,sarı yak renk
319,0.0,ölçü kap
320,0.0,keç koy yüy kesme yarayan makas
321,0.0,kısrak
322,0.0,ekilecek soğan
323,0.0,cimr
324,0.0,tırtıl
325,0.0,takip etmek
326,0.0,kıvırcık
327,0.0,büyük iğn çuvalt
328,0.0,çuvaldız büyük
329,0.0,küçük ağaç parça kıymık
330,0.0,bir bitki
331,0.0,isınmak
332,0.0,kaşınmak
333,0.0,şeker pancar patetes kısm
334,0.0,alınmak
335,0.0,ukal ufak
336,0.0,kıl yapılmıış halat
337,0.0,canavar ayın büyük gulyabani küçük
338,0.0,yan kıl toz
339,0.0,ağaç oyuk
340,0.0,koşmak
341,0.0,bırakıver
342,0.0,cev
343,0.0,kozan
344,0.0,yeşil
345,0.0,yetm
346,0.0,mantar
347,0.0,şişman
348,0.0,bir serç tür
349,0.0,kötü cins
350,0.0,der
351,0.0,koca kız kardeş
352,0.0,i̇ki çelik ölçek bir grat denir
353,0.0,hav atmak
354,0.0,hint horoz kuş tüy kabartarak kasılma
355,0.0,kürek kemik
356,0.0,kedigil bir ked
357,0.0,bir böcek
358,0.0,yavrulayacak hayvan
359,0.0,ked köpek yavru
360,0.07538637282199072,kuluçka yat tavuk
361,0.0,bir ahlat tür
362,0.0,al yet litrelik ağz yayvan bakır kalay su süt kap
363,0.0,küçük baş hayvan ahır
364,0.0,küçük
365,0.0,yayık
366,0.0,gün taraf
367,0.0,kutla
368,0.0,bir ağaç
369,0.0,hangi
370,0.0,kuş tutmak yapılan tuzak
371,0.0,çabuk
372,0.0,oğlak keç ara diş keç i̇ki hakına var sene süt veri
373,0.0,doğur keç
374,0.0,kalbur kasnak takı der lif yapıl elem kap
375,0.0,helva
376,0.0,olgunlaş
377,0.0,at boyn takılır
378,0.0,yorulmak
379,0.0,atlar pulluk gem çekme boyn takılan
380,0.0,çiriş otun kökü toz yapılan hamur el edilen teryak
381,0.0,büyük çuval
382,0.0,biçims
383,0.0,or kazan
384,0.0,bir ağaç tür
385,0.0,keç boynızu
386,0.0,bitki
387,0.0,ha kâhya
388,0.0,hati
389,0.0,i̇ntikam
390,0.15512923227966585,gölgelik amaç ağaç sundur on üzer atılan dal
391,0.0,küçük taş parça
392,0.0,su kap ov
393,0.0,herhalde
394,0.0,bey
395,0.0,i̇pek
396,0.0,üzüm döküntü
397,0.0,salıncak
398,0.0,kürdan
399,0.0,hor görmek
400,0.0,ürkütmek
401,0.0,yan yan aynı paralel olm hali
402,0.0,yuvarlak
403,0.0,fol
404,0.0,biçims
405,0.09301867941964026,komik
406,0.0,kalabalık
407,0.0,su bitki bak oluşan piramit şekl yık
408,0.0,kabada
409,0.13311401392423106,ham incir meyve
410,0.0,tohum tarla ekme önç ıslatmak
411,0.0,buğda su karıştırmak
412,0.0,yük sesl ağlamak
413,0.0,i̇şe yaramaz
414,0.0,argo bir beddu
415,0.0,
416,0.0,rahmetlik öl
417,0.0,i̇brik
418,0.0,i̇şçi
419,0.0,rızk
420,0.0,çul çuval kil dok tezgah
421,0.0,bitki ağaç filiz
422,0.0,fil
423,0.0,eşkı
424,0.0,sabah olma
425,0.0,bir kuş
426,0.0,lamba aydınlat araç
427,0.0,zayıflamak
428,0.0,erkeklik al tek
429,0.0,i̇ken
430,0.0,yaramaz gevez
431,0.0,i̇ğne
432,0.0,bitki
433,0.0,kims yok
434,0.0,sonr iler taraf
435,0.0,biriktir
436,0.0,vücu değişik yer oluşan kızar i̇rişgit et sucuk
437,0.0,un koyulan sofr
438,0.0,kuşburn
439,0.0,ekmek yaparken üzer un konulan büyük kal bez
440,0.0,ekmek yaparken hamur tahta alt kullanılan üzer un dökülen
441,0.0,telaş iç
442,0.0,oldukç fazl
443,0.0,buğday elek
444,0.0,ağaç kabuk
445,0.0,konakla yer
446,0.0,taşlık arazi
447,0.0,kar kış
448,0.0,dom
449,0.0,bir böcek
450,0.0,ayran herhangi bir şey karıştırıl hali
451,0.0,i̇nce der
452,0.0,küçük çap
453,0.0,bayan bir hitap söz
454,0.0,kertenke
455,0.0,kimyon
456,0.0,bir bitki
457,0.0,kayalık yer
458,0.0,yıkılmak
459,0.0,se
460,0.0,sonr
461,0.0,çen
462,0.0,kertenke
463,0.0,ocak yarı yan odun parça
464,0.0,meş
465,0.0,arp buğday tahı eledik sonr sara üst kalan ar
466,0.0,kıpırdamak
467,0.0,hafif s
468,0.0,küçük sabu
469,0.0,ta
470,0.0,dut meyve ham
471,0.0,dokumacılık kullanılan bir aygıt
472,0.0,i̇p eğirmek dört çapraz kanat tahta yapıl
473,0.0,koy yün keç kıl ip yapma yarayan bir aygıt
474,0.0,bağl
475,0.0,sünnet olan çocuk tu kiş
476,0.0,halat
477,0.0,uç sivr sop
478,0.0,börek
479,0.0,bir bitki
480,0.0,külot
481,0.0,demir alet yapılan yer
482,0.0,yara
483,0.0,man sığır hareket kısıtlamak bir ayak bağlanan ağırlık
484,0.0,köstebek
485,0.0,faregil bir hayvan
486,0.0,der işi ugraşan kiş
487,0.0,deve yavru
488,0.0,i̇skemle
489,0.3393984175175341,giys atlet
490,0.0,kuze bakan soğuk yer
491,0.0,küçük
492,0.0,su
493,0.0,gün
494,0.0,küncü toplan hali
495,0.0,yaban hayvan sürü
496,0.0,at yavru ilk gün ad
497,0.0,i̇leri doğr süpürmek
498,0.0,burçak
499,0.0,i̇kinci askerlik
500,0.0,tantana gürültü
501,0.0,nemlen
502,0.0,lap
503,0.0,eziklik
504,0.0,aşak doğr meyil
505,0.0,toprak yer üzer silindir sıkıştırmak
506,0.0,sil şekl taş
507,0.0,birbir karıştırıl yemek düğün yemek
508,0.0,büyük büyük ir ir
509,0.0,büyük salyangoz
510,0.0,aydınlat cihaz lüks
511,0.0,hantal
512,0.0,şişman
513,0.0,uzun ağaç
514,0.0,mağar
515,0.0,havlu
516,0.0,harman dövülen sap tane saman ayırmak yık halin
517,0.0,ayı yavru
518,0.0,tort çöp
519,0.0,rezil olmak
520,0.0,etraf rahatsızlık veriç gürül
521,0.0,rezil
522,0.0,çoban salata
523,0.0,par
524,0.0,sar renk bir çeşit çiçek
525,0.0,bir tür ızgara mangal
526,0.0,hastalık
527,0.0,çamaşır manda
528,0.0,saban kullanılan küçük sop
529,0.0,mısır
530,0.0,uzun sop
531,0.0,saban çift sürülür hayvan ürkütme yarayan bir sop
532,0.0,kadar
533,0.0,çamur
534,0.0,alıngan
535,0.0,çiv
536,0.0,yak piş yumur
537,0.0,muhtar
538,0.0,murat istek
539,0.0,bataklık halin gel çamur
540,0.0,elin iş gelmez ada
541,0.0,akarsu kenar mil toprak bulunduk alan
542,0.0,gömlek
543,0.0,güzel iyi
544,0.0,eski parçalan
545,0.0,parçalan bez yık
546,0.0,traktör
547,0.0,küçük düz taş
548,0.0,küçük sinek
549,0.0,moll
550,0.0,et yermeyen hayvan
551,0.0,müjdelik
552,0.0,bal
553,0.0,vakit
554,0.0,saps bıçak
555,0.0,yapacak
556,0.0,yapıyor
557,0.0,
558,0.0,ne
559,0.0,
560,0.0,ninn söylemek
561,0.0,
562,0.0,nine
563,0.0,gerek var
564,0.0,
565,0.0,el yabanç yurt
566,0.0,ateş yakılan yer
567,0.0,kaba uyar
568,0.0,dük davet edilir verilen hedi daveti
569,0.0,omuz taşınan odun
570,0.0,kadar
571,0.0,on sonr
572,0.0,or öyl
573,0.0,bağlamak
574,0.0,kadar
575,0.0,halk
576,0.0,korkak
577,0.0,ölmek üzer
578,0.0,bir tür ilen beddu
579,0.0,çayır hava bir bölge ayrılma yayılma uzun bir hala bir
580,0.0,genel büyük baş hayvan bağlamak kullanılan bir tür ip
581,0.0,yürü
582,0.0,kapa
583,0.0,i̇htiyaçlar
584,0.0,ö taraf
585,0.0,geçen gün
586,0.0,ötek taraf
587,0.0,yer serilen kal çul
588,0.0,keklik yavru
589,0.0,yer serilmek
590,0.0,atlar semer eyer vücûduna bağlayan kuşak
591,0.0,palamut
592,0.0,gelincik çiçek
593,0.0,el ayak birbir dolaşmak
594,0.0,patiska
595,0.0,çocuk ayakkabı
596,0.0,yırtıç hayvan ses
597,0.0,bir çeşit kumaş
598,0.0,güzel
599,0.0,zaval
600,0.0,ani
601,0.0,peraken
602,0.0,havlu
603,0.0,ek deme
604,0.0,elbise
605,0.0,saklanacak
606,0.0,saklambaç
607,0.0,saklanıp
608,0.0,saklanbaç oyun
609,0.0,saklanmak
610,0.0,ardıç tür
611,0.0,kümes
612,0.0,kümes
613,0.0,pantolon
614,0.0,bir delik geçmek
615,0.0,boşanmak
616,0.0,camuz man küçük yavru
617,0.0,kur kil görünüm verims toprak
618,0.0,si
619,0.0,yanıç çam yaprak topluluk
620,0.0,mısır püskü
621,0.0,ked
622,0.0,yürüyüp gitmek
623,0.0,uymak
624,0.0,hikaye söylen
625,0.0,sübyan çocuk
626,0.0,acel çabuk
627,0.0,üzer yemek pişirmek kullanılan demir alet
628,0.0,al yet litre süt alabilen hayvan süt sağmak kullanılan maden
629,0.0,fasulye badem çekirdek palamut ik parça
630,0.0,koyun sıv dışkı ark bacak yün yapışarak kuruma
631,0.0,i̇çerisi kısmen ıslak geniş alan
632,0.0,i̇pucu
633,0.1414611541869088,saban kullanılan öküz boyn getirilen kıs
634,0.0,gelişigüzel
635,0.0,büyük kalbur
636,0.0,büyük gözenek elek
637,0.0,çıkılma güç yer
638,0.0,bıçak
639,0.0,helk kov
640,0.0,i̇çi kalay bakır bakraç su taşıma kullanılır litre su alır
641,0.0,tabak teps
642,0.0,biraz acel koşmak
643,0.0,gel alay
644,0.0,bakır tabak
645,0.0,tan
646,0.0,alçak eng
647,0.0,nehir yakalanan odun parçalan
648,0.0,sel sürükledik çöp
649,0.0,sık olmamak
650,0.0,sıcak
651,0.0,fazl ıs neden bunalmak
652,0.0,eşek yavru
653,0.0,kaygan
654,0.0,kıç üst oturarak bir yer aşak kaymak
655,0.0,pur toprak oluşan yamaç
656,0.0,tokat
657,0.0,sem ot
658,0.0,dinlendirilen tarla
659,0.0,argo öl üzer çıkan giys
660,0.0,küçük ufak
661,0.0,sap demir bıçak
662,0.0,süleyman
663,0.0,merdiven
664,0.0,salyangoz
665,0.0,baş işaret parmak uç ara uzunluk ölçü
666,0.0,kamış yapıl dü
667,0.0,sürülen tarla
668,0.0,bulaşık sünger
669,0.0,çelenk
670,0.0,toprak ev üst çık
671,0.0,uzun ağaç
672,0.0,duvar terazi
673,0.0,el iç vurulan tokat
674,0.0,haym yapım dal tutmak kullanılan sundur
675,0.0,çağlayan
676,0.0,hoş koku yaln koklamak yetiştirilen bir kavu cins
677,0.0,biçil ekin yık şekl değil çember şekl istiflenme
678,0.0,bir kişi sırt taşıyacak kadar odun çal biçil ek yük
679,0.0,yük
680,0.0,datel şekl kat baş örtü
681,0.0,pamuk çalı toplama hazır hale gel pamuk iç barındıran kap
682,0.0,yulaf
683,0.0,şimt
684,0.0,alkış
685,0.0,tatl
686,0.0,doğur koy
687,0.0,kuz koy ara diş koy biz ik şişek var
688,0.0,kışkırtmak
689,0.0,şur
690,0.0,laf
691,0.0,tah çardak
692,0.0,tahtaç
693,0.0,det yapt ben san anahtar vert taman
694,0.0,hani bilir
695,0.0,seyir
696,0.0,üzer çörek pişen yass taş
697,0.0,boş laf
698,0.0,denk düşmek
699,0.0,sop
700,0.0,ani
701,0.0,dalga geçmek
702,0.0,kıvam gelmek
703,0.0,fek güzel
704,0.0,cev
705,0.0,üzer kapkacak koymak raf oluşan tezgah
706,0.0,mutfak kap kacak koymak yapıl raf
707,0.0,i̇yi besi
708,0.0,biricik
709,0.0,güzel
710,0.0,erkek keç
711,0.0,keçi yen sağıl süt yapılan bir tür peynir
712,0.0,ke torp
713,0.0,yuvarlak
714,0.0,bırakmak
715,0.0,makigil bir bitki
716,0.0,misal vermek
717,0.0,büyük leğen
718,0.0,leğen
719,0.0,çeşit
720,0.0,çinko parça
721,0.0,pek
722,0.0,hızl süratli
723,0.0,ek biçme kullanılan aygıt
724,0.0,beygir yük sarmak semer ik yan halat yapılan üzeng
725,0.0,el or parmak vurulan fisk
726,0.08136838600197126,fırlamak
727,0.16719017982104248,sıçratmak
728,0.0,fisk
729,0.0,çul yıkama yarayan kal sop
730,0.0,boynuz gürp koç
731,0.0,erkek koy
732,0.0,saman yık
733,0.0,tul halin çıkarıl keç deri yapılan su taş araç
734,0.0,su dalmak
735,0.0,kaplumbak
736,0.0,demet el genişlik kadar uzunluk ölçü olarak kullanılır
737,0.0,soğa baş
738,0.0,ekmek yaparken hamur kıva veren un
739,0.0,bunalmak sıkıntı girmek
740,0.0,un ayrıl buğday
741,0.0,çeyrek ta
742,0.0,dört bir
743,0.0,tahta yapıl kg buğday alabilen tahıl ölçü kap
744,0.0,bebek ağlayarak kent geçme
745,0.0,bacak bud
746,0.0,kok hayvan ölüs
747,0.0,komşu yemek verm
748,0.0,köpek ses
749,0.0,mağlup etmek
750,0.0,süslenmek
751,0.0,sivrisinek
752,0.0,gel indirir gel verilen bahşiş
753,0.0,var
754,0.0,binek araç
755,0.0,figan ağıt
756,0.0,gürül
757,0.0,borç
758,0.0,sulandırmak
759,0.0,i̇şe yaramaz nesn
760,0.0,aynı yer gidip gelm
761,0.0,bağırmak
762,0.0,bağır
763,0.0,çarçabuk gelip geçen
764,0.0,boş konuş
765,0.0,sigar izmari
766,0.0,huylandırmak
767,0.0,eşarp
768,0.0,saman atma yarayan kürek
769,0.0,yabanç
770,0.0,ter silmek kullanılan baş örtü el kullanılan ment el yağlık
771,0.0,çukur
772,0.0,eşarp
773,0.0,aksi
774,0.0,alan dış taç
775,0.0,der yayık tul
776,0.0,aksi
777,0.0,kirl saç
778,0.0,nane andıran bir ot
779,0.0,ağaç kabuk
780,0.0,üzer giyecek bir şey kalm
781,0.0,bir baş kalmak
782,0.0,yağs
783,0.0,sinek
784,0.0,ov düz alan
785,0.0,tarla ov
786,0.0,köy iç yaz ser ols çıkılan kısmen yük yer
787,0.0,hafif
788,0.0,kalkmak
789,0.0,telaş bir şekil
790,0.0,olgunlaşmak
791,0.0,bıkk
792,0.0,uzak
793,0.0,yeğen
794,0.0,odun kesilir oluşan kır
795,0.0,yoks
796,0.0,akabe arazi
797,0.0,biri bir yapma istemek buyurmak
798,0.0,i̇ş
799,0.0,yıka yer
800,0.0,yatak konulan yüksekç raf
801,0.0,keskinleştirmek
802,0.0,bir böcek
803,0.0,ağaç kabuk yüzen işçi
804,0.0,herhalde
805,0.0,zaten
806,0.0,tutanak
807,0.0,un bulgur kepek hayvan yiyecek
808,0.0,kar kış soğuk
809,0.0,kışlık tahıl
810,0.0,ham kurş yapılan saçm
811,0.0,i̇çinde tahıl v saklandık karanlık yer
812,0.0,ölmek
813,0.0,gömlek bebek giysi
814,0.0,hiçbir vermemek
815,0.0,hayvan gübre çöp yık
816,0.0,totrak çakılan demir kazık
817,0.0,filizlenmek
818,0.0,böğürtlrni andıran biken bir bitki
819,0.0,tüst iş yaramaz zop uzan yatıyor
820,0.0,i̇nce ince yağan hafif yağmur
821,0.0,bir tür kuş
822,0.0,yumruk
823,0.0,abl
824,0.0,baş örtü
825,0.0,zeng olm
826,0.0,karışık
827,0.0,çevir kontrol alt al
828,0.0,nisan
829,0.0,acem
830,0.0,olan
831,0.0,acep
832,0.0,acıkmak
833,0.0,doğr dürüst
834,0.0,etraf çevr
835,0.0,sinirlen
836,0.0,ahır
837,0.0,arkadaş
838,0.0,gelecek
839,0.0,i̇nlemek anlamak
840,0.17955205347834927,misafir etmek
841,0.0,yar açık hav
842,0.0,yavaş hareket e
843,0.0,yük sesl bağır
844,0.0,i̇şte
845,0.0,bura i̇şte
846,0.0,aptal salak
847,0.0,orman su akmayan taşl su yol
848,0.0,kayak kaymak
849,0.0,çam sakız reç
850,0.0,geniş yaprak yabani bitki
851,0.0,yamaç yer düz git paralel
852,0.0,hayvan yiyecek
853,0.0,yar güneş hav bunaltıç sıcaklık
854,0.0,aydınlık
855,0.0,hamak
856,0.0,horon eğil
857,0.0,alani açık yapma
858,0.0,devam gelen alışkan uç yanan odun
859,0.0,hazır olan
860,0.0,i̇shal
861,0.0,salak aptal
862,0.0,ad bilinmeyen i̇şe yaramayan
863,0.0,uzak durs
864,0.0,büyük ağır hantal eşya
865,0.0,aptal avanak
866,0.0,meydan görünür
867,0.0,gözetle bakm
868,0.0,açık alan
869,0.0,yük taşıma verilen mol
870,0.0,göz çıkan sivil ekilecek küçük soğan
871,0.0,ar ısırma
872,0.0,paralel
873,0.0,yan taraf doğr gitmek
874,0.0,yemek ar kalan
875,0.0,zayıf
876,0.0,zayıflama
877,0.0,yün ip yapma araç
878,0.0,olg turş
879,0.0,ev giriş kısm
880,0.0,yarış rekabet
881,0.0,meyv ağaç aş ekle
882,0.0,olay neden bell olma
883,0.0,geçmek
884,0.0,geçt
885,0.0,omuz alınan ört şal
886,0.0,dere kolay geçm yer
887,0.0,ayıkla fın ocak buda yapmak
888,0.0,ell iç kısm a
889,0.0,zehir orman güll
890,0.0,dok yapan inek ilk süt
891,0.0,hav hav dur
892,0.0,takm ad lakap
893,0.0,kor yetiştir
894,0.0,yavaş yavaş
895,0.0,temizle
896,0.0,ters
897,0.0,avare gezen
898,0.0,zehir bitki
899,0.13285932207048243,çılt del
900,0.1937202094820869,yolculuk bahçe yenecek yemek
901,0.0,olduk fazl gözük geliş
902,0.0,melez
903,0.0,koy gecele yer
904,0.0,geniş bol
905,0.0,fiyat
906,0.0,kupl süt su kap
907,0.0,su çamur
908,0.0,yabani bitki
909,0.0,yabani mor çiçek bitki
910,0.0,beyaz küf
911,0.0,taba çeşi
912,0.0,gürül yapan kiş
913,0.0,tah avlu çit
914,0.0,geçers
915,0.0,sokm delm
916,0.0,bir sür ağır
917,0.0,zayıf cıl çocuk kıs cüç
918,0.0,mayasıl kaş
919,0.0,toplama kalan fın soğla
920,0.0,önç dem
921,0.0,geç
922,0.0,kötü çirk
923,0.0,kuy kazan
924,0.0,çatal ağız tar alet
925,0.0,toprak işlemek
926,0.0,göz iyi açmak korkutmak
927,0.0,taba çeşi
928,0.0,koy sak yer
929,0.0,bura
930,0.0,herhalde bell
